,Decision_0,Decision_1,Hand_0,Hand_1,Hand_2,Pull_0,Pull_1,solver_ev_0,solver_ev_1,solver_ev_2,solver_ev_3,solver_ev_4,solver_ev_5,solver_ev_6,solver_ev_7,solver_ev_8,solver_ev_9,solver_ev_avg,ResolvedDecision_0,ResolvedDecision_ev_0,ResolvedDecision_1,ResolvedDecision_ev_1
314,5d bot Jd bot,7d mid Jc bot,KdKhAh-AdAc-,KdKhAh-AdAc-5dJd,KdKhAh-AdAc7d-5dJdJc,5d Jd Th ,7d Jc 4s ,0.0,23.0,23.0,23.0,23.0,23.0,23.0,0.0,23.0,0.0,16.0,Jd bot Th bot,0.15866666666666696,Jc bot 4s mid,0.0010000000000012221
315,5c bot 2h bot,Jd bot Jc bot,KdKhAh-AdAc-,KdKhAh-AdAc-5c2h,KdKhAh-AdAc-5c2hJdJc,5c 2h Jh ,8d Jd Jc ,0.0,23.0,23.0,23.0,0.0,23.0,0.0,23.0,23.0,0.0,13.0,2h bot Jh bot,0.4993333333333343,Jd bot Jc bot,0.0
316,8h bot 9s bot,4d mid Qd mid,KdKhAh-AdAc-,KdKhAh-AdAc-8h9s,KdKhAh-AdAc4dQd-8h9s,8h 6s 9s ,4d Qd 4s ,0.0,23.0,23.0,0.0,25.0,23.0,0.0,25.0,0.0,25.0,14.0,6s bot 9s bot,1.2073333333333345,4d bot 4s bot,7.942333333333334
317,Td bot 7s bot,Tc bot 6s mid,KdKhAh-AdAc-,KdKhAh-AdAc-Td7s,KdKhAh-AdAc6s-Td7sTc,Td 7s As ,Qd Tc 6s ,23.0,29.0,23.0,23.0,23.0,23.0,29.0,0.0,23.0,29.0,22.0,Td bot 7s bot,0.0,Qd mid Tc bot,0.028666666666666174
318,2h bot 4h bot,6d mid 5c mid,KdKhAh-AdAc-,KdKhAh-AdAc-2h4h,KdKhAh-AdAc6d5c-2h4h,2h 4h Qs ,6d Jd 5c ,27.0,27.0,0.0,23.0,23.0,0.0,23.0,0.0,0.0,0.0,12.0,2h bot 4h bot,0.0,6d bot 5c bot,3.8423333333333334
319,9d bot 7s bot,5s mid 9s bot,KdKhAh-AdAc-,KdKhAh-AdAc-9d7s,KdKhAh-AdAc5s-9d7s9s,9d Qc 7s ,6c 5s 9s ,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,23.0,23.0,18.0,9d bot 7s bot,0.0,5s mid 9s bot,0.0
320,7h bot 7s bot,9c bot Qh mid,KdKhAh-AdAc-,KdKhAh-AdAc-7h7s,KdKhAh-AdAcQh-7h7s9c,8c 7h 7s ,9c 4h Qh ,23.0,23.0,23.0,23.0,23.0,29.0,23.0,23.0,0.0,0.0,19.0,7h bot 7s bot,0.0,9c bot Qh mid,0.0
321,Td bot 3c mid,Tc bot 5h bot,KdKhAh-AdAc-,KdKhAh-AdAc3c-Td,KdKhAh-AdAc3c-TdTc5h,5d Td 3c ,Tc 5h 7s ,0.0,23.0,0.0,0.0,23.0,0.0,23.0,23.0,23.0,23.0,13.0,5d bot 3c bot,1.904,Tc bot 5h bot,0.0
322,6s bot 7s bot,Tc mid 5h bot,KdKhAh-AdAc-,KdKhAh-AdAc-6s7s,KdKhAh-AdAcTc-6s7s5h,Qd 6s 7s ,Tc 5h Qh ,23.0,0.0,25.0,25.0,0.0,0.0,27.0,25.0,25.0,23.0,17.0,6s bot 7s bot,0.0,5h bot Qh mid,0.0730000000000004
323,7h bot 7s bot,5d mid 7d bot,KdKhAh-AdAc-,KdKhAh-AdAc-7h7s,KdKhAh-AdAc5d-7h7s7d,8c 7h 7s ,5d 7d 9d ,23.0,23.0,29.0,29.0,23.0,29.0,33.0,29.0,29.0,23.0,27.0,7h bot 7s bot,0.0,7d bot 9d bot,0.2643333333333331
324,4c bot Jc bot,2c bot Ks mid,KdKhAh-AdAc-,KdKhAh-AdAc-4cJc,KdKhAh-AdAcKs-4cJc2c,4c Jc Qh ,Qd 2c Ks ,23.0,27.0,27.0,27.0,0.0,23.0,0.0,27.0,23.0,23.0,20.0,4c bot Jc bot,0.0,2c bot Ks mid,0.0
325,7c bot 5s bot,5h bot Ks mid,KdKhAh-AdAc-,KdKhAh-AdAc-7c5s,KdKhAh-AdAcKs-7c5s5h,7c 4h 5s ,5h 6h Ks ,23.0,0.0,23.0,23.0,23.0,23.0,23.0,0.0,23.0,23.0,18.0,4h bot 5s bot,0.43533333333333246,5h bot Ks mid,0.0
326,Jh bot Qh bot,Jc bot 2h mid,KdKhAh-AdAc-,KdKhAh-AdAc-JhQh,KdKhAh-AdAc2h-JhQhJc,7h Jh Qh ,Jc 2h Ts ,29.0,23.0,23.0,29.0,23.0,23.0,23.0,0.0,23.0,23.0,21.0,Jh bot Qh bot,0.0,Jc bot Ts mid,0.037666666666666515
327,3c bot 4h mid,2c bot 9c bot,KdKhAh-AdAc-,KdKhAh-AdAc4h-3c,KdKhAh-AdAc4h-3c2c9c,Jd 3c 4h ,2c 9c 8s ,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,27.0,8.0,3c bot 4h bot,1.7306666666666661,2c bot 9c bot,0.0
328,2c mid 4h bot,7c bot 6s bot,KdKhAh-AdAc-,KdKhAh-AdAc2c-4h,KdKhAh-AdAc2c-4h7c6s,6d 2c 4h ,5d 7c 6s ,0.0,0.0,23.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,7.0,6d bot 4h bot,2.490666666666666,5d bot 6s bot,1.4046666666666656
329,2c bot 9h bot,9d bot Jd mid,KdKhAh-AdAc-,KdKhAh-AdAc-2c9h,KdKhAh-AdAcJd-2c9h9d,2c 9h Qs ,9d Jd 8h ,23.0,23.0,0.0,23.0,23.0,23.0,23.0,23.0,23.0,29.0,21.0,9h bot Qs bot,0.9966666666666661,9d bot Jd mid,0.0
330,8c bot Jc bot,6c bot Qh mid,KdKhAh-AdAc-,KdKhAh-AdAc-8cJc,KdKhAh-AdAcQh-8cJc6c,8c Jc 7s ,6c 4h Qh ,27.0,27.0,27.0,0.0,0.0,0.0,27.0,23.0,0.0,0.0,13.0,8c bot Jc bot,0.0,6c bot 4h mid,0.0216666666666665
331,6h bot 4s bot,2h bot 2s bot,KdKhAh-AdAc-,KdKhAh-AdAc-6h4s,KdKhAh-AdAc-6h4s2h2s,Jc 6h 4s ,3c 2h 2s ,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6h bot 4s bot,0.0,2h bot 2s bot,0.0
332,4c bot 4s bot,2d bot 3c mid,KdKhAh-AdAc-,KdKhAh-AdAc-4c4s,KdKhAh-AdAc3c-4c4s2d,4c Qh 4s ,2d 3c 8h ,23.0,0.0,23.0,23.0,23.0,23.0,23.0,0.0,23.0,0.0,16.0,4c bot 4s bot,0.0,2d bot 8h mid,0.02533333333333232
333,5c bot 7c bot,6s bot 8s bot,KdKhAh-AdAc-,KdKhAh-AdAc-5c7c,KdKhAh-AdAc-5c7c6s8s,5c 7c Kc ,2h 6s 8s ,25.0,0.0,25.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,15.0,5c bot 7c bot,0.0,6s bot 8s bot,0.0
334,8c bot 6h bot,2c mid Tc mid,KdKhAh-AdAc-,KdKhAh-AdAc-8c6h,KdKhAh-AdAc2cTc-8c6h,Td 8c 6h ,2c Tc Qc ,0.0,0.0,23.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,6.0,Td bot 8c bot,0.15266666666666673,Tc bot Qc mid,1.2203333333333326
335,2d bot Qd bot,5s mid Qs bot,KdKhAh-AdAc-,KdKhAh-AdAc-2dQd,KdKhAh-AdAc5s-2dQdQs,2d Qd Th ,5s Qs As ,0.0,29.0,23.0,0.0,23.0,23.0,23.0,0.0,23.0,33.0,17.0,2d bot Qd bot,0.0,5s mid Qs bot,0.0
336,9h bot Qs mid,4s mid 6s bot,KdKhAh-AdAc-,KdKhAh-AdAcQs-9h,KdKhAh-AdAcQs4s-9h6s,7h 9h Qs ,Th 4s 6s ,0.0,23.0,23.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,6.0,7h bot 9h bot,3.035333333333334,Th bot 6s bot,2.122
337,5c bot 5s bot,Td bot 2s mid,KdKhAh-AdAc-,KdKhAh-AdAc-5c5s,KdKhAh-AdAc2s-5c5sTd,5c 5s Ts ,Td 2s As ,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,5c bot 5s bot,0.0,Td bot 2s mid,0.0
338,4c bot Qc bot,5c mid 4s bot,KdKhAh-AdAc-,KdKhAh-AdAc-4cQc,KdKhAh-AdAc5c-4cQc4s,4c Qc Th ,9d 5c 4s ,0.0,23.0,23.0,0.0,23.0,0.0,23.0,23.0,0.0,23.0,13.0,4c bot Qc bot,0.0,9d mid 4s bot,0.020666666666667055
339,7d bot 5h bot,8h mid 5s bot,KdKhAh-AdAc-,KdKhAh-AdAc-7d5h,KdKhAh-AdAc8h-7d5h5s,2d 7d 5h ,8h 2s 5s ,23.0,23.0,23.0,29.0,0.0,0.0,23.0,23.0,23.0,23.0,19.0,7d bot 5h bot,0.0,2s mid 5s bot,0.05866666666666731
340,Tc mid 6s bot,9c bot 2h mid,KdKhAh-AdAc-,KdKhAh-AdAcTc-6s,KdKhAh-AdAcTc2h-6s9c,Tc Kc 6s ,9c 2h Jh ,0.0,0.0,0.0,0.0,23.0,25.0,23.0,25.0,29.0,0.0,12.0,Kc mid 6s bot,0.06800000000000139,9c bot Jh bot,0.12099999999999955
341,3d bot Jc bot,9d mid 2s bot,KdKhAh-AdAc-,KdKhAh-AdAc-3dJc,KdKhAh-AdAc9d-3dJc2s,3d Jc 7s ,6d 9d 2s ,0.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,4.0,Jc bot 7s bot,0.8006666666666682,9d bot 2s mid,0.22733333333333317
342,5s bot Qs bot,5d bot 4s mid,KdKhAh-AdAc-,KdKhAh-AdAc-5sQs,KdKhAh-AdAc4s-5sQs5d,Jd 5s Qs ,5d 8d 4s ,23.0,23.0,0.0,0.0,23.0,23.0,23.0,23.0,23.0,23.0,18.0,5s bot Qs bot,0.0,5d bot 8d mid,0.11299999999999955
343,6d bot 8d bot,3h mid 7s bot,KdKhAh-AdAc-,KdKhAh-AdAc-6d8d,KdKhAh-AdAc3h-6d8d7s,6d 8d Ts ,Jd 3h 7s ,0.0,25.0,25.0,25.0,23.0,0.0,0.0,0.0,23.0,0.0,12.0,6d bot 8d bot,0.0,Jd mid 7s bot,0.018666666666668164
344,6c bot 6h bot,Qd mid 7s bot,KdKhAh-AdAc-,KdKhAh-AdAc-6c6h,KdKhAh-AdAcQd-6c6h7s,Td 6c 6h ,4d Qd 7s ,29.0,23.0,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,19.0,6c bot 6h bot,0.0,4d mid Qd bot,0.1826666666666661
345,3d bot 4c bot,4h bot Ts mid,KdKhAh-AdAc-,KdKhAh-AdAc-3d4c,KdKhAh-AdAcTs-3d4c4h,3d 4c 8s ,4h 9s Ts ,23.0,0.0,0.0,29.0,23.0,23.0,23.0,23.0,29.0,23.0,19.0,3d bot 4c bot,0.0,4h bot 9s mid,0.01666666666666572
346,5c bot 3s bot,5d bot 2s mid,KdKhAh-AdAc-,KdKhAh-AdAc-5c3s,KdKhAh-AdAc2s-5c3s5d,5c Kc 3s ,2d 5d 2s ,23.0,0.0,23.0,23.0,23.0,23.0,23.0,23.0,29.0,23.0,21.0,5c bot 3s bot,0.0,2d mid 5d bot,0.0
347,Td bot 8c bot,7h mid 9h bot,KdKhAh-AdAc-,KdKhAh-AdAc-Td8c,KdKhAh-AdAc7h-Td8c9h,Td 8c Ks ,5c 7h 9h ,23.0,23.0,25.0,25.0,25.0,23.0,0.0,25.0,0.0,25.0,19.0,Td bot 8c bot,0.0,7h bot 9h bot,6.188000000000001
348,4c bot 3s bot,4d bot 7d mid,KdKhAh-AdAc-,KdKhAh-AdAc-4c3s,KdKhAh-AdAc7d-4c3s4d,4c Tc 3s ,4d 7d Th ,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,23.0,23.0,16.0,4c bot Tc bot,0.2986666666666675,4d bot Th mid,0.012333333333334195
349,5h bot 6s bot,6c bot Th mid,KdKhAh-AdAc-,KdKhAh-AdAc-5h6s,KdKhAh-AdAcTh-5h6s6c,2d 5h 6s ,3d 6c Th ,0.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,20.0,5h bot 6s bot,0.0,3d mid 6c bot,0.0086666666666666
350,7s bot Qs mid,Kc bot Ks bot,KdKhAh-AdAc-,KdKhAh-AdAcQs-7s,KdKhAh-AdAcQs-7sKcKs,9h 7s Qs ,2c Kc Ks ,0.0,0.0,23.0,23.0,23.0,23.0,23.0,0.0,23.0,0.0,13.0,7s bot Qs bot,2.766,Kc bot Ks bot,0.0
351,7c bot 8c bot,8h bot Ts mid,KdKhAh-AdAc-,KdKhAh-AdAc-7c8c,KdKhAh-AdAcTs-7c8c8h,7c 8c Ks ,8h 9h Ts ,23.0,0.0,23.0,0.0,23.0,23.0,23.0,23.0,0.0,0.0,13.0,7c bot 8c bot,0.0,9h bot Ts bot,1.879333333333335
352,Qd mid 4s bot,6d bot 5h bot,KdKhAh-AdAc-,KdKhAh-AdAcQd-4s,KdKhAh-AdAcQd-4s6d5h,Qd 4s Ks ,6d 5h Th ,25.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,25.0,25.0,12.0,Qd bot 4s bot,0.14333333333333265,6d bot 5h bot,0.0
353,7c bot 5h bot,7h bot Ks mid,KdKhAh-AdAc-,KdKhAh-AdAc-7c5h,KdKhAh-AdAcKs-7c5h7h,Td 7c 5h ,Qd 7h Ks ,23.0,23.0,33.0,0.0,23.0,23.0,23.0,23.0,23.0,29.0,22.0,7c bot 5h bot,0.0,7h bot Ks mid,0.0
354,5c bot 5h bot,5d bot 7s mid,KdKhAh-AdAc-,KdKhAh-AdAc-5c5h,KdKhAh-AdAc7s-5c5h5d,Qd 5c 5h ,5d 7h 7s ,33.0,29.0,23.0,29.0,29.0,29.0,29.0,23.0,29.0,29.0,28.0,5c bot 5h bot,0.0,5d bot 7h mid,0.0
355,Td bot 7c bot,8c bot Qs mid,KdKhAh-AdAc-,KdKhAh-AdAc-Td7c,KdKhAh-AdAcQs-Td7c8c,2d Td 7c ,8c 6h Qs ,23.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,6.0,Td bot 7c bot,0.0,8c bot 6h bot,0.7716666666666665
356,8d bot 3c bot,4c mid 5c mid,KdKhAh-AdAc-,KdKhAh-AdAc-8d3c,KdKhAh-AdAc4c5c-8d3c,8d 3c Kc ,Td 4c 5c ,29.0,23.0,23.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,9.0,8d bot Kc mid,0.3946666666666676,Td mid 5c bot,0.6949999999999994
357,5c bot 8c bot,4c bot 9s mid,KdKhAh-AdAc-,KdKhAh-AdAc-5c8c,KdKhAh-AdAc9s-5c8c4c,5c 8c 2s ,4c 9s Ks ,25.0,27.0,0.0,27.0,23.0,0.0,23.0,0.0,27.0,0.0,15.0,5c bot 8c bot,0.0,4c bot Ks mid,0.18933333333333202
358,Qd bot 9h bot,6c mid Qh bot,KdKhAh-AdAc-,KdKhAh-AdAc-Qd9h,KdKhAh-AdAc6c-Qd9hQh,Qd 4c 9h ,5c 6c Qh ,23.0,23.0,23.0,31.0,23.0,23.0,23.0,0.0,0.0,23.0,19.0,Qd bot 9h bot,0.0,5c mid Qh bot,0.012666666666664383
359,9d bot Jh bot,7d bot 5h mid,KdKhAh-AdAc-,KdKhAh-AdAc-9dJh,KdKhAh-AdAc5h-9dJh7d,2d 9d Jh ,7d 2h 5h ,25.0,0.0,0.0,25.0,25.0,0.0,0.0,23.0,23.0,23.0,14.0,9d bot Jh bot,0.0,7d bot 2h mid,0.027333333333332988
360,3c bot 3s bot,Jc bot 9h mid,KdKhAh-AdAc-,KdKhAh-AdAc-3c3s,KdKhAh-AdAc9h-3c3sJc,3c Kc 3s ,2c Jc 9h ,0.0,23.0,31.0,23.0,29.0,23.0,0.0,23.0,0.0,23.0,17.0,3c bot 3s bot,0.0,Jc bot 9h mid,0.0
361,3d bot 3c bot,5d bot Td mid,KdKhAh-AdAc-,KdKhAh-AdAc-3d3c,KdKhAh-AdAcTd-3d3c5d,3d 3c 2h ,5d Td Qh ,23.0,23.0,0.0,23.0,0.0,23.0,23.0,23.0,23.0,23.0,18.0,3d bot 3c bot,0.0,5d bot Td mid,0.0
362,8d bot Kc mid,5d bot 3s mid,KdKhAh-AdAc-,KdKhAh-AdAcKc-8d,KdKhAh-AdAcKc3s-8d5d,8d Kc Qs ,5d 3s Js ,0.0,23.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,6.0,8d bot Qs bot,0.07200000000000095,5d bot Js mid,0.014333333333333087
363,7s bot Ts bot,Qd mid Kc mid,KdKhAh-AdAc-,KdKhAh-AdAc-7sTs,KdKhAh-AdAcQdKc-7sTs,3d 7s Ts ,2d Qd Kc ,0.0,0.0,0.0,23.0,27.0,0.0,0.0,0.0,0.0,23.0,7.0,7s bot Ts bot,0.0,Qd mid Kc mid,0.0
364,8h bot 9h bot,5c mid 9c bot,KdKhAh-AdAc-,KdKhAh-AdAc-8h9h,KdKhAh-AdAc5c-8h9h9c,6d 8h 9h ,5c 9c 7h ,23.0,23.0,23.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,13.0,8h bot 9h bot,0.0,5c mid 9c bot,0.0
365,6d bot 4s bot,2c mid 3c bot,KdKhAh-AdAc-,KdKhAh-AdAc-6d4s,KdKhAh-AdAc2c-6d4s3c,6d 4s Qs ,9d 2c 3c ,0.0,0.0,23.0,25.0,25.0,0.0,23.0,23.0,0.0,25.0,14.0,4s bot Qs bot,1.0626666666666669,2c bot 3c bot,1.1689999999999987
366,4c bot 4s bot,3d bot 6c mid,KdKhAh-AdAc-,KdKhAh-AdAc-4c4s,KdKhAh-AdAc6c-4c4s3d,4c 4s 7s ,3d 6c Ts ,23.0,29.0,23.0,0.0,23.0,23.0,29.0,33.0,0.0,23.0,20.0,4c bot 4s bot,0.0,3d mid Ts bot,0.1373333333333342
367,Jd bot 5c mid,Qd bot 4h mid,KdKhAh-AdAc-,KdKhAh-AdAc5c-Jd,KdKhAh-AdAc5c4h-JdQd,Jd 5c Kc ,Qd 4h Ts ,0.0,0.0,0.0,0.0,27.0,0.0,23.0,0.0,0.0,0.0,5.0,5c bot Kc mid,0.565999999999999,Qd bot Ts bot,2.7619999999999996
368,Qc bot Qs bot,Qh bot 7s mid,KdKhAh-AdAc-,KdKhAh-AdAc-QcQs,KdKhAh-AdAc7s-QcQsQh,Qc 5h Qs ,Jc Qh 7s ,23.0,23.0,23.0,23.0,31.0,29.0,29.0,29.0,23.0,33.0,26.0,Qc bot Qs bot,0.0,Qh bot 7s bot,0.30600000000000094
369,7s bot 9s bot,8s bot Ts bot,KdKhAh-AdAc-,KdKhAh-AdAc-7s9s,KdKhAh-AdAc-7s9s8sTs,4h 7s 9s ,Jd 8s Ts ,38.0,27.0,38.0,27.0,0.0,27.0,27.0,0.0,27.0,27.0,23.0,7s bot 9s bot,0.0,8s bot Ts bot,0.0
370,7s bot Ts bot,6h mid As bot,KdKhAh-AdAc-,KdKhAh-AdAc-7sTs,KdKhAh-AdAc6h-7sTsAs,Qh 7s Ts ,3c 6h As ,0.0,27.0,23.0,0.0,0.0,0.0,0.0,27.0,23.0,27.0,12.0,7s bot Ts bot,0.0,3c mid As bot,0.034000000000000696
371,2d bot 7c bot,Jc mid Th mid,KdKhAh-AdAc-,KdKhAh-AdAc-2d7c,KdKhAh-AdAcJcTh-2d7c,2d 7c Kc ,3d Jc Th ,23.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,23.0,9.0,7c bot Kc mid,0.25399999999999956,3d mid Jc bot,0.7663333333333338
372,Ts bot Js bot,7d mid Qs bot,KdKhAh-AdAc-,KdKhAh-AdAc-TsJs,KdKhAh-AdAc7d-TsJsQs,2d Ts Js ,3d 7d Qs ,0.0,27.0,27.0,27.0,27.0,27.0,27.0,0.0,23.0,0.0,18.0,Ts bot Js bot,0.0,7d mid Qs bot,0.0
373,7c bot Jc bot,2d mid 7d bot,KdKhAh-AdAc-,KdKhAh-AdAc-7cJc,KdKhAh-AdAc2d-7cJc7d,6c 7c Jc ,2d 7d Qs ,29.0,0.0,0.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,19.0,6c bot 7c bot,1.4706666666666663,2d mid 7d bot,0.0
374,4c mid 8s bot,Th bot 7s bot,KdKhAh-AdAc-,KdKhAh-AdAc4c-8s,KdKhAh-AdAc4c-8sTh7s,4c 8s As ,Kc Th 7s ,23.0,23.0,25.0,25.0,0.0,0.0,0.0,23.0,0.0,0.0,11.0,4c bot 8s bot,0.03733333333333455,Th bot 7s bot,0.0
375,9h bot Qh bot,Qd bot Jh mid,KdKhAh-AdAc-,KdKhAh-AdAc-9hQh,KdKhAh-AdAcJh-9hQhQd,Td 9h Qh ,Qd Jh 6s ,23.0,0.0,29.0,23.0,29.0,29.0,0.0,23.0,0.0,23.0,17.0,9h bot Qh bot,0.0,Qd bot Jh mid,0.0
376,2c bot 2h bot,4s bot Ks mid,KdKhAh-AdAc-,KdKhAh-AdAc-2c2h,KdKhAh-AdAcKs-2c2h4s,2c 2h 6h ,4s 7s Ks ,23.0,23.0,23.0,23.0,23.0,29.0,23.0,23.0,23.0,0.0,21.0,2c bot 2h bot,0.0,7s bot Ks mid,0.04499999999999815
377,Td bot Jh bot,7d bot Qs mid,KdKhAh-AdAc-,KdKhAh-AdAc-TdJh,KdKhAh-AdAcQs-TdJh7d,4d Td Jh ,7d 5s Qs ,0.0,23.0,0.0,23.0,23.0,0.0,23.0,25.0,25.0,0.0,14.0,Td bot Jh bot,0.0,5s mid Qs bot,1.0530000000000008
378,5c bot 8s mid,5h bot Qh bot,KdKhAh-AdAc-,KdKhAh-AdAc8s-5c,KdKhAh-AdAc8s-5c5hQh,5c 8s Ks ,5h Qh Js ,23.0,0.0,0.0,23.0,23.0,23.0,23.0,23.0,0.0,29.0,16.0,5c bot 8s bot,1.2906666666666666,5h bot Js bot,0.20400000000000063
379,5c bot 7s bot,3d mid 5s bot,KdKhAh-AdAc-,KdKhAh-AdAc-5c7s,KdKhAh-AdAc3d-5c7s5s,5c Jc 7s ,3d 5s Js ,23.0,23.0,0.0,23.0,23.0,23.0,29.0,23.0,23.0,29.0,21.0,5c bot Jc bot,0.09733333333333327,5s bot Js mid,0.08599999999999852
380,Th bot Ts bot,Td bot Jd mid,KdKhAh-AdAc-,KdKhAh-AdAc-ThTs,KdKhAh-AdAcJd-ThTsTd,7d Th Ts ,Td Jd Kc ,29.0,23.0,23.0,23.0,29.0,23.0,29.0,23.0,29.0,31.0,26.0,Th bot Ts bot,0.0,Td bot Jd bot,0.15233333333333476
381,9d bot 2c bot,8h mid 7s bot,KdKhAh-AdAc-,KdKhAh-AdAc-9d2c,KdKhAh-AdAc8h-9d2c7s,9d 2c Tc ,8h Qh 7s ,23.0,23.0,23.0,23.0,23.0,23.0,0.0,23.0,0.0,0.0,16.0,9d bot Tc bot,2.115333333333334,8h mid 7s bot,0.0
382,Qc bot Qh bot,Jc bot 7s mid,KdKhAh-AdAc-,KdKhAh-AdAc-QcQh,KdKhAh-AdAc7s-QcQhJc,Qc Qh Ts ,Jc 4h 7s ,23.0,23.0,0.0,23.0,23.0,23.0,0.0,23.0,0.0,23.0,16.0,Qc bot Qh bot,0.0,Jc bot 7s mid,0.0
383,9h bot 9s bot,5c mid 3s bot,KdKhAh-AdAc-,KdKhAh-AdAc-9h9s,KdKhAh-AdAc5c-9h9s3s,9h 5s 9s ,8d 5c 3s ,0.0,0.0,0.0,23.0,0.0,23.0,23.0,29.0,23.0,33.0,15.0,9h bot 9s bot,0.0,8d bot 5c mid,0.14966666666666484
384,2s bot 6s bot,6h bot 7h mid,KdKhAh-AdAc-,KdKhAh-AdAc-2s6s,KdKhAh-AdAc7h-2s6s6h,2s 6s Js ,6h 7h Qh ,23.0,0.0,23.0,23.0,23.0,23.0,23.0,0.0,23.0,23.0,18.0,2s bot 6s bot,0.0,6h bot Qh mid,0.022999999999999687
385,4h bot 8h bot,2h mid 4s bot,KdKhAh-AdAc-,KdKhAh-AdAc-4h8h,KdKhAh-AdAc2h-4h8h4s,Jd 4h 8h ,3c 2h 4s ,23.0,0.0,23.0,23.0,23.0,0.0,0.0,23.0,0.0,29.0,14.0,4h bot 8h bot,0.0,2h mid 4s bot,0.0
386,6h bot 8h bot,2c mid 8c bot,KdKhAh-AdAc-,KdKhAh-AdAc-6h8h,KdKhAh-AdAc2c-6h8h8c,Tc 6h 8h ,5d 2c 8c ,23.0,33.0,23.0,41.0,23.0,23.0,23.0,0.0,23.0,23.0,23.0,6h bot 8h bot,0.0,5d mid 8c bot,0.024333333333331097
387,2d bot Jc mid,4d bot 2s bot,KdKhAh-AdAc-,KdKhAh-AdAcJc-2d,KdKhAh-AdAcJc-2d4d2s,2d Jc Qh ,4d 5d 2s ,23.0,23.0,23.0,23.0,23.0,23.0,29.0,0.0,0.0,23.0,19.0,Jc bot Qh bot,1.607333333333333,5d bot 2s bot,0.17299999999999827
388,5d bot 9c bot,4d mid 2c mid,KdKhAh-AdAc-,KdKhAh-AdAc-5d9c,KdKhAh-AdAc4d2c-5d9c,5d 9c 8s ,4d 2c 7h ,0.0,29.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9c bot 8s bot,2.094666666666667,4d mid 7h bot,2.072333333333333
389,6h bot Ts bot,6d bot Th bot,KdKhAh-AdAc-,KdKhAh-AdAc-6hTs,KdKhAh-AdAc-6hTs6dTh,2c 6h Ts ,6d Th Ks ,23.0,23.0,23.0,31.0,23.0,29.0,29.0,23.0,23.0,29.0,25.0,2c bot 6h bot,0.08133333333333326,6d bot Th bot,0.0
390,Jd bot 8h bot,9d bot Tc bot,KdKhAh-AdAc-,KdKhAh-AdAc-Jd8h,KdKhAh-AdAc-Jd8h9dTc,Jd 8h 9s ,9d 2c Tc ,25.0,25.0,0.0,25.0,0.0,25.0,25.0,25.0,25.0,25.0,20.0,8h bot 9s bot,1.2313333333333336,9d bot Tc bot,0.0
391,6c bot 8s bot,3c mid 5h bot,KdKhAh-AdAc-,KdKhAh-AdAc-6c8s,KdKhAh-AdAc3c-6c8s5h,6c 8s As ,3c 5h Qs ,0.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,4.0,6c bot 8s bot,0.0,5h bot Qs mid,0.021000000000000796
392,6c bot 8c bot,Jc mid 2h mid,KdKhAh-AdAc-,KdKhAh-AdAc-6c8c,KdKhAh-AdAcJc2h-6c8c,Jd 6c 8c ,Jc 2h Qh ,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6c bot 8c bot,0.0,Jc bot Qh mid,4.259333333333334
393,Td bot Ts bot,8d bot 5h mid,KdKhAh-AdAc-,KdKhAh-AdAc-TdTs,KdKhAh-AdAc5h-TdTs8d,Td 9h Ts ,8d 9c 5h ,23.0,23.0,0.0,23.0,0.0,23.0,23.0,23.0,29.0,23.0,19.0,Td bot Ts bot,0.0,8d bot 5h mid,0.0
394,2d bot 7h mid,3c bot 8c bot,KdKhAh-AdAc-,KdKhAh-AdAc7h-2d,KdKhAh-AdAc7h-2d3c8c,2d 7h 4s ,3c 8c Ts ,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,4.0,7h bot 4s bot,2.094666666666667,8c bot Ts bot,0.016333333333332867
