,Decision_0,Decision_1,Hand_0,Hand_1,Hand_2,Pull_0,Pull_1,solver_ev_0,solver_ev_1,solver_ev_2,solver_ev_3,solver_ev_4,solver_ev_5,solver_ev_6,solver_ev_7,solver_ev_8,solver_ev_9,solver_ev_avg,ResolvedDecision_0,ResolvedDecision_ev_0,ResolvedDecision_1,ResolvedDecision_ev_1
233,5c bot 9c bot,Kc bot Js mid,KdKhAh-AdAc-,KdKhAh-AdAc-5c9c,KdKhAh-AdAcJs-5c9cKc,4c 5c 9c ,Kc 3s Js ,27.0,27.0,27.0,0.0,27.0,0.0,27.0,27.0,27.0,23.0,21.0,4c bot 5c bot,0.8906666666666663,Kc bot Js mid,0.0
234,5d mid Js bot,3d bot 3h bot,KdKhAh-AdAc-,KdKhAh-AdAc5d-Js,KdKhAh-AdAc5d-Js3d3h,5d Js Ks ,3d 3h Qh ,0.0,23.0,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,16.0,Js bot Ks bot,1.166666666666666,3d bot 3h bot,0.0
235,6c bot Tc bot,8c bot 4s mid,KdKhAh-AdAc-,KdKhAh-AdAc-6cTc,KdKhAh-AdAc4s-6cTc8c,4d 6c Tc ,8d 8c 4s ,27.0,0.0,27.0,0.0,0.0,27.0,25.0,0.0,0.0,0.0,10.0,6c bot Tc bot,0.0,8d bot 8c bot,2.495000000000001
236,5d bot 4c bot,2d mid Jc mid,KdKhAh-AdAc-,KdKhAh-AdAc-5d4c,KdKhAh-AdAc2dJc-5d4c,5d 7d 4c ,2d 9c Jc ,25.0,0.0,0.0,23.0,23.0,0.0,0.0,23.0,23.0,0.0,11.0,5d bot 7d bot,0.9926666666666666,2d bot 9c mid,1.9336666666666673
237,3c bot 4c bot,3d bot 5s mid,KdKhAh-AdAc-,KdKhAh-AdAc-3c4c,KdKhAh-AdAc5s-3c4c3d,3c 4c 8h ,3d 5c 5s ,0.0,23.0,33.0,0.0,0.0,23.0,23.0,23.0,23.0,23.0,17.0,3c bot 4c bot,0.0,3d bot 5c mid,0.0
238,Qd bot Qh bot,7c bot Js mid,KdKhAh-AdAc-,KdKhAh-AdAc-QdQh,KdKhAh-AdAcJs-QdQh7c,Qd Qh 6s ,7c 4h Js ,23.0,23.0,23.0,0.0,23.0,23.0,23.0,0.0,23.0,23.0,18.0,Qd bot Qh bot,0.0,7c mid Js bot,0.16366666666666418
239,6d mid Th bot,Td bot 3c bot,KdKhAh-AdAc-,KdKhAh-AdAc6d-Th,KdKhAh-AdAc6d-ThTd3c,6d 2c Th ,Td 3c 7s ,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,6d bot 2c bot,1.1826666666666679,Td bot 7s bot,0.14166666666666572
240,2d bot 6d bot,5c mid 2h bot,KdKhAh-AdAc-,KdKhAh-AdAc-2d6d,KdKhAh-AdAc5c-2d6d2h,2d 6d Ts ,5c 2h Qs ,23.0,23.0,29.0,23.0,23.0,29.0,33.0,29.0,0.0,0.0,21.0,2d bot 6d bot,0.0,5c mid 2h bot,0.0
241,3s bot 8s bot,4d mid 2c mid,KdKhAh-AdAc-,KdKhAh-AdAc-3s8s,KdKhAh-AdAc4d2c-3s8s,5d 3s 8s ,4d 6d 2c ,0.0,23.0,0.0,27.0,23.0,27.0,0.0,0.0,0.0,0.0,10.0,3s bot 8s bot,0.0,4d mid 2c mid,0.0
242,Tc bot Th bot,8c mid 5h bot,KdKhAh-AdAc-,KdKhAh-AdAc-TcTh,KdKhAh-AdAc8c-TcTh5h,Tc 3h Th ,8c 5h 4s ,0.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,20.0,Tc bot Th bot,0.0,5h bot 4s mid,0.0033333333333338544
243,9d bot Td bot,Qd bot 4c mid,KdKhAh-AdAc-,KdKhAh-AdAc-9dTd,KdKhAh-AdAc4c-9dTdQd,9d Td 6h ,Qd 4c 7s ,23.0,0.0,0.0,0.0,0.0,27.0,38.0,0.0,25.0,0.0,11.0,9d bot Td bot,0.0,Qd bot 4c mid,0.0
244,4s bot 5s bot,5c bot Jc mid,KdKhAh-AdAc-,KdKhAh-AdAc-4s5s,KdKhAh-AdAcJc-4s5s5c,4s 5s Ks ,5c Jc 2h ,23.0,0.0,0.0,23.0,23.0,23.0,0.0,23.0,23.0,23.0,16.0,4s bot 5s bot,0.0,5c bot Jc mid,0.0
245,4h bot 5s bot,2c mid 6c bot,KdKhAh-AdAc-,KdKhAh-AdAc-4h5s,KdKhAh-AdAc2c-4h5s6c,Qd 4h 5s ,2c 6c Jc ,25.0,23.0,0.0,25.0,0.0,25.0,0.0,0.0,23.0,25.0,14.0,4h bot 5s bot,0.0,2c mid 6c bot,0.0
246,2d bot 2c bot,2h bot Js mid,KdKhAh-AdAc-,KdKhAh-AdAc-2d2c,KdKhAh-AdAcJs-2d2c2h,2d 2c 8c ,2h 5h Js ,45.0,23.0,23.0,29.0,33.0,23.0,23.0,33.0,29.0,23.0,28.0,2d bot 2c bot,0.0,2h bot 5h bot,0.10833333333333073
247,7s mid Js bot,4h mid 8s bot,KdKhAh-AdAc-,KdKhAh-AdAc7s-Js,KdKhAh-AdAc7s4h-Js8s,Qh 7s Js ,4h 7h 8s ,38.0,23.0,0.0,0.0,23.0,27.0,27.0,27.0,0.0,0.0,16.0,7s bot Js bot,3.219999999999999,7h bot 8s bot,0.6453333333333333
248,8d bot 9h bot,6d mid Jd bot,KdKhAh-AdAc-,KdKhAh-AdAc-8d9h,KdKhAh-AdAc6d-8d9hJd,8d 9h Qs ,6d Jd 4c ,23.0,0.0,23.0,0.0,23.0,23.0,23.0,0.0,25.0,0.0,14.0,8d bot 9h bot,0.0,6d mid Jd bot,0.0
249,Ks mid As bot,8s bot Ts bot,KdKhAh-AdAc-,KdKhAh-AdAcKs-As,KdKhAh-AdAcKs-As8sTs,Tc Ks As ,7h 8s Ts ,0.0,27.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,27.0,10.0,Tc bot Ks mid,5.716666666666666,8s bot Ts bot,0.0
250,3c bot 4c bot,3d bot 3h bot,KdKhAh-AdAc-,KdKhAh-AdAc-3c4c,KdKhAh-AdAc-3c4c3d3h,3c 4c 9c ,3d 3h 7h ,33.0,31.0,23.0,29.0,23.0,23.0,23.0,23.0,29.0,29.0,26.0,3c bot 4c bot,0.0,3d bot 3h bot,0.0
251,2c bot 2h bot,4h mid Qs bot,KdKhAh-AdAc-,KdKhAh-AdAc-2c2h,KdKhAh-AdAc4h-2c2hQs,2c 6c 2h ,Jc 4h Qs ,23.0,23.0,0.0,23.0,0.0,29.0,23.0,23.0,23.0,0.0,16.0,2c bot 2h bot,0.0,Jc mid Qs bot,0.08099999999999952
252,Td bot Qc bot,6d bot 6h bot,KdKhAh-AdAc-,KdKhAh-AdAc-TdQc,KdKhAh-AdAc-TdQc6d6h,Td Qc 5s ,6d 6h 6s ,23.0,0.0,0.0,23.0,0.0,23.0,23.0,23.0,23.0,23.0,16.0,Td bot Qc bot,0.0,6d bot 6h bot,0.0
253,6c bot 8c bot,5d mid 5c bot,KdKhAh-AdAc-,KdKhAh-AdAc-6c8c,KdKhAh-AdAc5d-6c8c5c,6c 8c As ,5d 5c Qs ,23.0,27.0,27.0,0.0,25.0,25.0,27.0,25.0,23.0,23.0,22.0,6c bot 8c bot,0.0,5d bot 5c bot,1.3623333333333338
254,Qd bot Qc bot,7c bot 7h bot,KdKhAh-AdAc-,KdKhAh-AdAc-QdQc,KdKhAh-AdAc-QdQc7c7h,Qd Qc Th ,2d 7c 7h ,29.0,29.0,29.0,23.0,29.0,23.0,29.0,29.0,23.0,29.0,27.0,Qd bot Qc bot,0.0,7c bot 7h bot,0.0
255,4d bot 4c bot,Td mid 6s bot,KdKhAh-AdAc-,KdKhAh-AdAc-4d4c,KdKhAh-AdAcTd-4d4c6s,4d 4c Tc ,8d Td 6s ,23.0,23.0,23.0,0.0,23.0,0.0,23.0,23.0,0.0,31.0,16.0,4d bot 4c bot,0.0,Td mid 6s bot,0.0
256,4d bot Ts bot,7s bot Ks mid,KdKhAh-AdAc-,KdKhAh-AdAc-4dTs,KdKhAh-AdAcKs-4dTs7s,4d Qc Ts ,3s 7s Ks ,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Qc bot Ts bot,1.2626666666666662,7s bot Ks mid,0.0
257,7h bot Jh bot,7d bot 4c mid,KdKhAh-AdAc-,KdKhAh-AdAc-7hJh,KdKhAh-AdAc4c-7hJh7d,7h Jh Ks ,7d 4c As ,23.0,0.0,23.0,0.0,23.0,23.0,23.0,23.0,23.0,23.0,18.0,7h bot Jh bot,0.0,7d bot 4c mid,0.0
258,3c bot 7h bot,8d bot 8h bot,KdKhAh-AdAc-,KdKhAh-AdAc-3c7h,KdKhAh-AdAc-3c7h8d8h,3c 7h Ks ,8d 8h Qh ,23.0,0.0,23.0,0.0,23.0,0.0,23.0,23.0,23.0,0.0,13.0,7h bot Ks mid,0.0426666666666673,8d bot 8h bot,0.0
259,4d bot 9d bot,8c bot 8s bot,KdKhAh-AdAc-,KdKhAh-AdAc-4d9d,KdKhAh-AdAc-4d9d8c8s,4d 9d Qd ,3c 8c 8s ,23.0,0.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,23.0,11.0,9d bot Qd bot,0.9966666666666679,8c bot 8s bot,0.0
260,Td bot Ts bot,Jc bot Kc mid,KdKhAh-AdAc-,KdKhAh-AdAc-TdTs,KdKhAh-AdAcKc-TdTsJc,Td 6h Ts ,Jc Kc Qs ,23.0,23.0,0.0,23.0,29.0,23.0,23.0,23.0,23.0,23.0,21.0,Td bot Ts bot,0.0,Kc mid Qs bot,0.309666666666665
261,9d bot Qh bot,4d mid 8d bot,KdKhAh-AdAc-,KdKhAh-AdAc-9dQh,KdKhAh-AdAc4d-9dQh8d,9d Th Qh ,4d 8d 2c ,23.0,23.0,25.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,11.0,Th bot Qh bot,1.440666666666667,4d mid 8d bot,0.0
262,5s bot Ks bot,4s bot Ts bot,KdKhAh-AdAc-,KdKhAh-AdAc-5sKs,KdKhAh-AdAc-5sKs4sTs,Jh 5s Ks ,4h 4s Ts ,29.0,0.0,27.0,0.0,27.0,27.0,27.0,27.0,0.0,27.0,19.0,5s bot Ks mid,0.24933333333333252,4s bot Ts bot,0.0
263,Th bot Jh bot,Jc bot 6s mid,KdKhAh-AdAc-,KdKhAh-AdAc-ThJh,KdKhAh-AdAc6s-ThJhJc,Th Jh Qs ,Qd Jc 6s ,23.0,23.0,0.0,29.0,23.0,23.0,0.0,23.0,23.0,23.0,19.0,Th bot Jh bot,0.0,Qd mid Jc bot,0.0003333333333337407
264,Qh bot Ts mid,4c mid 8h bot,KdKhAh-AdAc-,KdKhAh-AdAcTs-Qh,KdKhAh-AdAcTs4c-Qh8h,Qh 5s Ts ,4c 8h 6s ,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,9.0,5s bot Ts bot,3.0999999999999996,4c mid 8h bot,0.0
265,3d bot 5s bot,3c bot Js mid,KdKhAh-AdAc-,KdKhAh-AdAc-3d5s,KdKhAh-AdAcJs-3d5s3c,3d Td 5s ,3c 9s Js ,23.0,23.0,23.0,23.0,29.0,23.0,23.0,23.0,29.0,23.0,24.0,3d bot 5s bot,0.0,3c bot 9s mid,0.03366666666666873
266,Th bot Jh bot,7c mid Qh bot,KdKhAh-AdAc-,KdKhAh-AdAc-ThJh,KdKhAh-AdAc7c-ThJhQh,Th Jh 3s ,7c Qh 6s ,25.0,0.0,0.0,23.0,27.0,27.0,0.0,0.0,25.0,27.0,15.0,Th bot Jh bot,0.0,Qh bot 6s mid,0.034000000000000696
267,9s bot Qs bot,Td bot Th bot,KdKhAh-AdAc-,KdKhAh-AdAc-9sQs,KdKhAh-AdAc-9sQsTdTh,6s 9s Qs ,Td 5c Th ,0.0,0.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,9.0,6s bot 9s bot,0.2873333333333328,Td bot Th bot,0.0
268,Jh bot Qs bot,9h mid 5s mid,KdKhAh-AdAc-,KdKhAh-AdAc-JhQs,KdKhAh-AdAc9h5s-JhQs,4d Jh Qs ,9h 5s 7s ,23.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,4.0,Jh bot Qs bot,0.0,9h bot 5s mid,3.511333333333333
269,4h bot Jh bot,7c mid 5s mid,KdKhAh-AdAc-,KdKhAh-AdAc-4hJh,KdKhAh-AdAc7c5s-4hJh,Td 4h Jh ,7c Qc 5s ,0.0,0.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,9.0,Td bot Jh bot,0.37733333333333263,7c mid 5s bot,0.0686666666666671
270,6c bot 8h mid,4d bot 4c bot,KdKhAh-AdAc-,KdKhAh-AdAc8h-6c,KdKhAh-AdAc8h-6c4d4c,6c 8h As ,4d 4c 7h ,23.0,23.0,0.0,0.0,23.0,23.0,23.0,23.0,23.0,23.0,18.0,6c bot 8h bot,1.8626666666666658,4d bot 4c bot,0.0
271,6c bot Th bot,3h mid 4h mid,KdKhAh-AdAc-,KdKhAh-AdAc-6cTh,KdKhAh-AdAc3h4h-6cTh,6c Th 4s ,Kc 3h 4h ,0.0,23.0,23.0,23.0,0.0,0.0,0.0,23.0,23.0,0.0,11.0,6c bot 4s bot,1.4299999999999997,Kc mid 4h bot,0.633
272,3d mid 6s bot,3s bot 4s bot,KdKhAh-AdAc-,KdKhAh-AdAc3d-6s,KdKhAh-AdAc3d-6s3s4s,3d Jc 6s ,3s 4s Ks ,38.0,27.0,0.0,0.0,27.0,25.0,25.0,25.0,38.0,23.0,22.0,3d bot 6s bot,1.0933333333333337,3s bot 4s bot,0.0
273,3h bot 5h bot,5d bot 7d mid,KdKhAh-AdAc-,KdKhAh-AdAc-3h5h,KdKhAh-AdAc7d-3h5h5d,6c 3h 5h ,5d 7d 8d ,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,33.0,23.0,24.0,3h bot 5h bot,0.0,5d bot 7d mid,0.0
274,Td bot 3c bot,2d mid 5s mid,KdKhAh-AdAc-,KdKhAh-AdAc-Td3c,KdKhAh-AdAc2d5s-Td3c,Td 3c 6c ,2d 4c 5s ,23.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,23.0,9.0,3c bot 6c bot,2.336666666666666,2d bot 4c mid,1.242
275,3h bot 4s bot,Qh mid 7s bot,KdKhAh-AdAc-,KdKhAh-AdAc-3h4s,KdKhAh-AdAcQh-3h4s7s,Td 3h 4s ,Th Qh 7s ,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,23.0,9.0,3h bot 4s bot,0.0,Th mid 7s bot,0.009999999999999787
276,Qd bot 3s mid,5d mid 9h bot,KdKhAh-AdAc-,KdKhAh-AdAc3s-Qd,KdKhAh-AdAc3s5d-Qd9h,Qd 8h 3s ,5d 6h 9h ,0.0,0.0,23.0,23.0,23.0,0.0,0.0,0.0,23.0,0.0,9.0,Qd bot 8h bot,1.3946666666666676,5d bot 9h mid,0.27066666666666706
277,Tc bot 4s mid,Td bot 2c bot,KdKhAh-AdAc-,KdKhAh-AdAc4s-Tc,KdKhAh-AdAc4s-TcTd2c,Tc 4s Ks ,Td 2c 4h ,23.0,23.0,0.0,0.0,23.0,29.0,23.0,23.0,23.0,0.0,16.0,Tc bot Ks mid,0.21866666666666745,Td bot 2c bot,0.0
278,8s bot 9s bot,2s mid Qs bot,KdKhAh-AdAc-,KdKhAh-AdAc-8s9s,KdKhAh-AdAc2s-8s9sQs,4c 8s 9s ,7c 2s Qs ,23.0,25.0,27.0,27.0,0.0,0.0,29.0,25.0,0.0,0.0,15.0,8s bot 9s bot,0.0,2s bot Qs bot,6.759
279,6h bot 6s bot,7c mid Tc bot,KdKhAh-AdAc-,KdKhAh-AdAc-6h6s,KdKhAh-AdAc7c-6h6sTc,5c 6h 6s ,7c Tc 8s ,23.0,0.0,0.0,0.0,23.0,23.0,23.0,29.0,23.0,23.0,16.0,6h bot 6s bot,0.0,7c bot Tc mid,0.11233333333333206
280,Td bot 9s bot,7h bot 2s mid,KdKhAh-AdAc-,KdKhAh-AdAc-Td9s,KdKhAh-AdAc2s-Td9s7h,Td 6s 9s ,7h 2s 4s ,0.0,23.0,23.0,0.0,0.0,25.0,0.0,23.0,0.0,23.0,11.0,6s bot 9s bot,1.0853333333333328,7h bot 4s mid,0.05733333333333235
281,3s bot 8s bot,Jh mid 6s bot,KdKhAh-AdAc-,KdKhAh-AdAc-3s8s,KdKhAh-AdAcJh-3s8s6s,6c 3s 8s ,Kc Jh 6s ,0.0,23.0,0.0,23.0,0.0,27.0,0.0,27.0,27.0,0.0,12.0,3s bot 8s bot,0.0,Kc mid 6s bot,0.18833333333333258
282,8d bot Qh bot,5h mid 8s bot,KdKhAh-AdAc-,KdKhAh-AdAc-8dQh,KdKhAh-AdAc5h-8dQh8s,8d Kc Qh ,Jd 5h 8s ,0.0,23.0,23.0,0.0,23.0,23.0,23.0,23.0,23.0,23.0,18.0,8d bot Qh bot,0.0,Jd mid 8s bot,0.07266666666666666
283,4d bot 4s bot,6h mid 7h mid,KdKhAh-AdAc-,KdKhAh-AdAc-4d4s,KdKhAh-AdAc6h7h-4d4s,4d 9d 4s ,Tc 6h 7h ,0.0,0.0,0.0,29.0,0.0,0.0,23.0,23.0,23.0,0.0,9.0,4d bot 4s bot,0.0,Tc mid 6h bot,2.051999999999998
284,4c mid 5s bot,2c bot 9h bot,KdKhAh-AdAc-,KdKhAh-AdAc4c-5s,KdKhAh-AdAc4c-5s2c9h,4c 2s 5s ,2c 9h As ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,2.0,2s bot 5s bot,3.139333333333333,2c bot 9h bot,0.0
285,8h bot Qh bot,4d mid 8d bot,KdKhAh-AdAc-,KdKhAh-AdAc-8hQh,KdKhAh-AdAc4d-8hQh8d,6c 8h Qh ,4d 8d Kc ,23.0,23.0,23.0,0.0,0.0,29.0,0.0,23.0,0.0,23.0,14.0,8h bot Qh bot,0.0,8d bot Kc mid,0.2029999999999994
286,4d bot 5h bot,Tc mid 7s mid,KdKhAh-AdAc-,KdKhAh-AdAc-4d5h,KdKhAh-AdAcTc7s-4d5h,4d 9c 5h ,2d Tc 7s ,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,6.0,4d bot 5h bot,0.0,Tc mid 7s bot,3.0300000000000002
287,4h bot 6h bot,3h bot 9h bot,KdKhAh-AdAc-,KdKhAh-AdAc-4h6h,KdKhAh-AdAc-4h6h3h9h,2c 4h 6h ,3d 3h 9h ,27.0,0.0,0.0,27.0,27.0,27.0,27.0,27.0,27.0,0.0,18.0,4h bot 6h bot,0.0,3h bot 9h bot,0.0
288,8s bot Js bot,4s bot 9s bot,KdKhAh-AdAc-,KdKhAh-AdAc-8sJs,KdKhAh-AdAc-8sJs4s9s,Tc 8s Js ,Jh 4s 9s ,0.0,0.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,21.0,8s bot Js bot,0.0,4s bot 9s bot,0.0
289,2c bot 2s bot,6d bot Qc mid,KdKhAh-AdAc-,KdKhAh-AdAc-2c2s,KdKhAh-AdAcQc-2c2s6d,2c 2s 5s ,6d 9d Qc ,23.0,23.0,0.0,0.0,23.0,23.0,0.0,23.0,23.0,23.0,16.0,2c bot 2s bot,0.0,6d mid 9d bot,0.05466666666666953
290,Tc bot Kc mid,Qc bot Qs bot,KdKhAh-AdAc-,KdKhAh-AdAcKc-Tc,KdKhAh-AdAcKc-TcQcQs,7c Tc Kc ,Qc 2h Qs ,0.0,23.0,23.0,0.0,23.0,29.0,23.0,23.0,29.0,23.0,19.0,7c bot Tc bot,2.655333333333333,Qc bot Qs bot,0.0
291,3d bot Th mid,Qd bot 5c mid,KdKhAh-AdAc-,KdKhAh-AdAcTh-3d,KdKhAh-AdAcTh5c-3dQd,3d Th As ,2d Qd 5c ,0.0,0.0,0.0,23.0,0.0,0.0,23.0,23.0,0.0,0.0,6.0,3d mid Th bot,0.6373333333333342,2d bot Qd bot,4.6209999999999996
292,6d bot Jh bot,7d mid 5c mid,KdKhAh-AdAc-,KdKhAh-AdAc-6dJh,KdKhAh-AdAc7d5c-6dJh,3d 6d Jh ,7d 5c 9h ,0.0,23.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,9.0,3d bot 6d bot,2.3373333333333335,7d mid 5c bot,0.7999999999999998
293,3h bot 2s bot,6c bot 6h bot,KdKhAh-AdAc-,KdKhAh-AdAc-3h2s,KdKhAh-AdAc-3h2s6c6h,Kc 3h 2s ,6c 4h 6h ,23.0,0.0,23.0,23.0,0.0,0.0,23.0,0.0,23.0,23.0,13.0,3h bot 2s bot,0.0,6c bot 6h bot,0.0
294,8c mid 3h bot,3d bot 4d bot,KdKhAh-AdAc-,KdKhAh-AdAc8c-3h,KdKhAh-AdAc8c-3h3d4d,Td 8c 3h ,3d 4d Th ,23.0,0.0,0.0,23.0,23.0,23.0,23.0,23.0,23.0,0.0,16.0,Td bot 8c bot,2.440666666666667,3d bot 4d bot,0.0
295,9d bot 6h bot,4c mid 9c bot,KdKhAh-AdAc-,KdKhAh-AdAc-9d6h,KdKhAh-AdAc4c-9d6h9c,9d 6h 7s ,2d 4c 9c ,23.0,0.0,23.0,23.0,0.0,0.0,0.0,23.0,23.0,23.0,13.0,6h bot 7s bot,0.9966666666666661,4c mid 9c bot,0.0
296,3d bot Ks mid,6c bot 5s bot,KdKhAh-AdAc-,KdKhAh-AdAcKs-3d,KdKhAh-AdAcKs-3d6c5s,3d 5c Ks ,6c Kc 5s ,0.0,25.0,0.0,23.0,25.0,0.0,0.0,0.0,23.0,25.0,12.0,3d bot 5c bot,1.8859999999999992,6c bot 5s bot,0.0
297,Jd mid 2c bot,6c bot 8s mid,KdKhAh-AdAc-,KdKhAh-AdAcJd-2c,KdKhAh-AdAcJd8s-2c6c,Jd 2c 3h ,Td 6c 8s ,0.0,0.0,0.0,25.0,0.0,23.0,23.0,0.0,29.0,23.0,12.0,2c bot 3h bot,1.5873333333333335,Td mid 6c bot,0.057333333333334124
298,3c bot Kc mid,7d bot 2s bot,KdKhAh-AdAc-,KdKhAh-AdAcKc-3c,KdKhAh-AdAcKc-3c7d2s,3c Kc Qh ,7d 2s Ks ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3c bot Qh bot,0.2566666666666677,7d bot 2s bot,0.0
299,5s bot 6s bot,Th mid Qs bot,KdKhAh-AdAc-,KdKhAh-AdAc-5s6s,KdKhAh-AdAcTh-5s6sQs,Tc 5s 6s ,Th Qh Qs ,0.0,0.0,27.0,0.0,23.0,0.0,0.0,0.0,27.0,27.0,10.0,5s bot 6s bot,0.0,Qh bot Qs bot,2.519
300,Qd bot Qh bot,4h bot 3s mid,KdKhAh-AdAc-,KdKhAh-AdAc-QdQh,KdKhAh-AdAc3s-QdQh4h,Qd Qh Ks ,4h 8h 3s ,23.0,23.0,31.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,14.0,Qd bot Qh bot,0.0,8h mid 3s bot,0.053999999999998494
301,4c bot Jc bot,7c bot Tc bot,KdKhAh-AdAc-,KdKhAh-AdAc-4cJc,KdKhAh-AdAc-4cJc7cTc,4c Jc 8h ,6d 7c Tc ,0.0,27.0,0.0,0.0,27.0,27.0,0.0,0.0,27.0,27.0,13.0,4c bot Jc bot,0.0,7c bot Tc bot,0.0
302,5d mid 3h bot,7d bot Qc mid,KdKhAh-AdAc-,KdKhAh-AdAc5d-3h,KdKhAh-AdAc5dQc-3h7d,5d 3h Ts ,7d Qc As ,23.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,23.0,0.0,9.0,5d bot 3h bot,2.171333333333333,7d bot Qc bot,0.07899999999999974
303,Td bot 6s bot,5h mid 7h bot,KdKhAh-AdAc-,KdKhAh-AdAc-Td6s,KdKhAh-AdAc5h-Td6s7h,Td 6s As ,3h 5h 7h ,0.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,4.0,Td bot 6s bot,0.0,3h mid 7h bot,0.01666666666666572
304,9d bot 9c bot,9h bot 9s bot,KdKhAh-AdAc-,KdKhAh-AdAc-9d9c,KdKhAh-AdAc-9d9c9h9s,9d Td 9c ,7h 9h 9s ,33.0,33.0,33.0,33.0,35.0,33.0,33.0,33.0,33.0,33.0,33.0,9d bot 9c bot,0.0,9h bot 9s bot,0.0
305,6d mid 9s bot,Qh mid 2s bot,KdKhAh-AdAc-,KdKhAh-AdAc6d-9s,KdKhAh-AdAc6dQh-9s2s,6d Td 9s ,4c Qh 2s ,0.0,0.0,23.0,0.0,0.0,0.0,0.0,27.0,0.0,23.0,7.0,Td bot 9s bot,1.9033333333333324,Qh mid 2s bot,0.0
306,Th bot Ts bot,6d bot 6c bot,KdKhAh-AdAc-,KdKhAh-AdAc-ThTs,KdKhAh-AdAc-ThTs6d6c,Th Qh Ts ,6d 6c 2s ,23.0,23.0,23.0,29.0,23.0,23.0,29.0,23.0,29.0,23.0,24.0,Th bot Ts bot,0.0,6d bot 6c bot,0.0
307,9d bot 8s bot,8c bot 6h bot,KdKhAh-AdAc-,KdKhAh-AdAc-9d8s,KdKhAh-AdAc-9d8s8c6h,9d Qh 8s ,8c 6h 7h ,23.0,0.0,23.0,23.0,23.0,23.0,23.0,0.0,0.0,23.0,16.0,9d bot 8s bot,0.0,6h bot 7h bot,2.1543333333333337
308,Qc bot 3s mid,9d bot Qh bot,KdKhAh-AdAc-,KdKhAh-AdAc3s-Qc,KdKhAh-AdAc3s-Qc9dQh,Qc Jh 3s ,2d 9d Qh ,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,Qc bot Jh bot,1.6959999999999997,2d bot Qh bot,0.07666666666666444
309,4d bot 6c bot,7h bot 8s mid,KdKhAh-AdAc-,KdKhAh-AdAc-4d6c,KdKhAh-AdAc8s-4d6c7h,4d 6c 7c ,Qd 7h 8s ,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,23.0,0.0,14.0,6c bot 7c bot,1.8119999999999994,7h bot 8s bot,1.157
310,4d bot 8d bot,5c mid Kc mid,KdKhAh-AdAc-,KdKhAh-AdAc-4d8d,KdKhAh-AdAc5cKc-4d8d,4d 8d 5s ,5c Kc 7h ,23.0,0.0,23.0,23.0,23.0,23.0,23.0,0.0,0.0,23.0,16.0,4d bot 8d bot,0.0,5c bot 7h bot,3.574
311,Jd bot 9s bot,9d bot Js bot,KdKhAh-AdAc-,KdKhAh-AdAc-Jd9s,KdKhAh-AdAc-Jd9s9dJs,2d Jd 9s ,9d Js As ,29.0,29.0,29.0,29.0,23.0,29.0,29.0,23.0,29.0,23.0,27.0,Jd bot 9s bot,0.0,9d bot Js bot,0.0
312,3s bot 6s bot,Qc bot Qs bot,KdKhAh-AdAc-,KdKhAh-AdAc-3s6s,KdKhAh-AdAc-3s6sQcQs,4h 3s 6s ,Qc Kc Qs ,23.0,23.0,23.0,0.0,23.0,0.0,0.0,0.0,23.0,23.0,13.0,3s bot 6s bot,0.0,Qc bot Qs bot,0.0
313,4d mid 9h bot,2d mid 3s bot,KdKhAh-AdAc-,KdKhAh-AdAc4d-9h,KdKhAh-AdAc4d2d-9h3s,4d 9h 2s ,2d 3s Js ,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,6.0,4d bot 2s bot,0.222666666666667,2d bot Js bot,0.9333333333333327
