,Decision_0,Decision_1,Hand_0,Hand_1,Hand_2,Pull_0,Pull_1,solver_ev_0,solver_ev_1,solver_ev_2,solver_ev_3,solver_ev_4,solver_ev_5,solver_ev_6,solver_ev_7,solver_ev_8,solver_ev_9,solver_ev_avg,ResolvedDecision_0,ResolvedDecision_ev_0,ResolvedDecision_1,ResolvedDecision_ev_1
394,2c mid Th bot,4d top 7c mid,KdKh--AdAcAh,KdKh-2c-AdAcAhTh,KdKh4d-2c7c-AdAcAhTh,2c Th 4s ,4d Qd 7c ,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,33.0,23.0,7.0,2c mid 4s mid,13.491333333333333,4d mid Qd mid,1.2426666666666675
395,Qc mid Js mid,7d top Qd mid,KdKh--AdAcAh,KdKh-QcJs-AdAcAh,KdKh7d-QcJsQd-AdAcAh,Qc 6s Js ,7d Qd 5s ,0.0,29.0,31.0,0.0,0.0,0.0,23.0,0.0,25.0,23.0,13.0,Qc mid Js mid,0.0,7d mid Qd mid,0.48033333333333417
396,3c bot 8h mid,4c top Qc mid,KdKh--AdAcAh,KdKh-8h-AdAcAh3c,KdKh4c-8hQc-AdAcAh3c,3c Tc 8h ,4c Qc Th ,0.0,0.0,29.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,7.0,3c mid Tc mid,1.9866666666666664,Qc mid Th mid,1.6823333333333332
397,3c mid 3s mid,3d mid Qs top,KdKh--AdAcAh,KdKh-3c3s-AdAcAh,KdKhQs-3c3s3d-AdAcAh,3c 3s 8s ,3d 2c Qs ,31.0,31.0,31.0,31.0,31.0,35.0,31.0,31.0,25.0,41.0,31.0,3c mid 3s mid,0.0,3d mid Qs bot,0.32299999999999685
398,3c mid Qh mid,7s bot 8s bot,KdKh--AdAcAh,KdKh-3cQh-AdAcAh,KdKh-3cQh-AdAcAh7s8s,Td 3c Qh ,2h 7s 8s ,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,2.0,3c mid Qh mid,0.0,7s mid 8s bot,9.310666666666666
399,5d mid 5c mid,Jc bot 8s mid,KdKh--AdAcAh,KdKh-5d5c-AdAcAh,KdKh-5d5c8s-AdAcAhJc,5d 5c 4h ,Jc 7h 8s ,25.0,45.0,23.0,23.0,0.0,25.0,25.0,23.0,31.0,29.0,24.0,5d mid 5c mid,0.0,Jc mid 8s mid,0.15000000000000213
400,6d mid 2c mid,6s mid Ts top,KdKh--AdAcAh,KdKh-6d2c-AdAcAh,KdKhTs-6d2c6s-AdAcAh,6d 2c 8h ,3s 6s Ts ,0.0,25.0,23.0,23.0,29.0,23.0,0.0,23.0,23.0,33.0,20.0,6d mid 8h mid,0.413333333333334,6s mid Ts mid,0.645666666666667
401,9d mid Tc mid,7c bot 4h top,KdKh--AdAcAh,KdKh-9dTc-AdAcAh,KdKh4h-9dTc-AdAcAh7c,9d Tc 4s ,7c 4h 6s ,25.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,25.0,0.0,9.0,9d mid Tc mid,0.0,7c mid 4h bot,9.901666666666667
402,4d mid 2c bot,Th bot 3s mid,KdKh--AdAcAh,KdKh-4d-AdAcAh2c,KdKh-4d3s-AdAcAh2cTh,4d Td 2c ,Th 3s Ks ,23.0,25.0,23.0,23.0,0.0,25.0,0.0,0.0,0.0,0.0,11.0,4d mid Td mid,1.8800000000000008,Th mid 3s mid,1.6603333333333339
403,8d mid 3h mid,9h bot 3s mid,KdKh--AdAcAh,KdKh-8d3h-AdAcAh,KdKh-8d3h3s-AdAcAh9h,8d 3h Jh ,6c 9h 3s ,41.0,33.0,29.0,33.0,23.0,23.0,23.0,23.0,33.0,31.0,29.0,8d mid Jh mid,0.30533333333333346,9h bot 3s mid,0.0
404,4d mid 3c mid,4h mid 3s mid,KdKh--AdAcAh,KdKh-4d3c-AdAcAh,KdKh-4d3c4h3s-AdAcAh,4d Qd 3c ,7c 4h 3s ,29.0,29.0,29.0,23.0,29.0,23.0,23.0,41.0,41.0,23.0,29.0,4d mid 3c mid,0.0,4h mid 3s mid,0.0
405,5c mid Th mid,9c mid 9h mid,KdKh--AdAcAh,KdKh-5cTh-AdAcAh,KdKh-5cTh9c9h-AdAcAh,2c 5c Th ,Qd 9c 9h ,29.0,29.0,0.0,29.0,0.0,29.0,23.0,33.0,23.0,25.0,22.0,2c mid 5c mid,1.118666666666666,9c mid 9h mid,0.0
406,5h mid Qh mid,6d mid 6c mid,KdKh--AdAcAh,KdKh-5hQh-AdAcAh,KdKh-5hQh6d6c-AdAcAh,8c 5h Qh ,6d 4c 6c ,29.0,29.0,35.0,33.0,0.0,31.0,29.0,0.0,29.0,0.0,21.0,8c mid 5h mid,0.002000000000000668,6d mid 6c mid,0.0
407,Qh mid 9s mid,2d bot 8s top,KdKh--AdAcAh,KdKh-Qh9s-AdAcAh,KdKh8s-Qh9s-AdAcAh2d,3d Qh 9s ,2d 8s Ks ,29.0,35.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,29.0,13.0,Qh mid 9s mid,0.0,2d bot 8s mid,1.3386666666666667
408,8h mid Qh mid,Qd mid Ks bot,KdKh--AdAcAh,KdKh-8hQh-AdAcAh,KdKh-8hQhQd-AdAcAhKs,8h Qh Ts ,Qd 3c Ks ,0.0,0.0,23.0,29.0,25.0,35.0,0.0,23.0,23.0,23.0,18.0,8h mid Ts mid,0.10866666666666625,Qd mid 3c bot,0.7693333333333356
409,Qc mid Js mid,7d top 5h bot,KdKh--AdAcAh,KdKh-QcJs-AdAcAh,KdKh7d-QcJs-AdAcAh5h,9c Qc Js ,7d 6c 5h ,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9c mid Qc mid,0.6146666666666665,6c top 5h mid,1.4836666666666662
410,Qc mid Kc mid,2d bot 4d top,KdKh--AdAcAh,KdKh-QcKc-AdAcAh,KdKh4d-QcKc-AdAcAh2d,Qc Kc 9s ,2d 4d 3s ,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,29.0,33.0,8.0,Qc mid 9s mid,2.0120000000000005,2d mid 4d top,0.33000000000000007
411,Jc mid Jh mid,Tc top 2s mid,KdKh--AdAcAh,KdKh-JcJh-AdAcAh,KdKhTc-JcJh2s-AdAcAh,Jc Th Jh ,6c Tc 2s ,25.0,0.0,23.0,23.0,23.0,0.0,29.0,23.0,45.0,0.0,19.0,Jc mid Jh mid,0.0,Tc bot 2s mid,18.602666666666668
412,3h mid Js mid,Jd mid Jh mid,KdKh--AdAcAh,KdKh-3hJs-AdAcAh,KdKh-3hJsJdJh-AdAcAh,5c 3h Js ,Jd Th Jh ,45.0,31.0,25.0,31.0,25.0,35.0,31.0,25.0,41.0,31.0,32.0,5c mid 3h mid,0.39466666666666583,Jd mid Jh mid,0.0
413,4c mid Kc mid,4s mid 8s bot,KdKh--AdAcAh,KdKh-4cKc-AdAcAh,KdKh-4cKc4s-AdAcAh8s,4c Kc Ts ,7d 4s 8s ,23.0,23.0,23.0,25.0,23.0,0.0,0.0,29.0,23.0,0.0,16.0,4c mid Ts mid,1.8866666666666667,4s mid 8s mid,0.44166666666666643
414,7h top Jh mid,8h mid Js mid,KdKh--AdAcAh,KdKh7h-Jh-AdAcAh,KdKh7h-Jh8hJs-AdAcAh,4c 7h Jh ,5d 8h Js ,29.0,25.0,29.0,23.0,29.0,23.0,29.0,23.0,25.0,23.0,25.0,7h mid Jh mid,1.8466666666666658,5d mid Js mid,0.05299999999999727
415,2h mid 3h mid,6c top 8s bot,KdKh--AdAcAh,KdKh-2h3h-AdAcAh,KdKh6c-2h3h-AdAcAh8s,5c 2h 3h ,Td 6c 8s ,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,23.0,7.0,2h mid 3h mid,0.0,6c mid 8s bot,9.456
416,9h mid Js mid,9d mid 5c bot,KdKh--AdAcAh,KdKh-9hJs-AdAcAh,KdKh-9hJs9d-AdAcAh5c,Kc 9h Js ,9d 5c 8h ,23.0,23.0,29.0,23.0,45.0,25.0,25.0,29.0,0.0,23.0,24.0,9h mid Js mid,0.0,9d mid 8h mid,0.19766666666666666
417,9d mid 4h mid,5d bot Qd bot,KdKh--AdAcAh,KdKh-9d4h-AdAcAh,KdKh-9d4h-AdAcAh5dQd,9d 2c 4h ,5d Qd Kc ,23.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,6.0,9d mid 2c mid,0.5020000000000007,5d mid Qd bot,9.266333333333334
418,8d mid 6s mid,6c mid 7h bot,KdKh--AdAcAh,KdKh-8d6s-AdAcAh,KdKh-8d6s6c-AdAcAh7h,3d 8d 6s ,6c 5h 7h ,25.0,45.0,25.0,25.0,0.0,23.0,23.0,0.0,0.0,0.0,16.0,8d mid 6s mid,0.0,6c mid 7h bot,0.0
419,3c mid Qh mid,8c bot 3s mid,KdKh--AdAcAh,KdKh-3cQh-AdAcAh,KdKh-3cQh3s-AdAcAh8c,2c 3c Qh ,8c 3s Ks ,29.0,29.0,35.0,23.0,0.0,23.0,23.0,25.0,23.0,23.0,23.0,2c mid 3c mid,1.075333333333333,8c bot 3s mid,0.0
420,Qd mid Th mid,Td mid 7s top,KdKh--AdAcAh,KdKh-QdTh-AdAcAh,KdKh7s-QdThTd-AdAcAh,Qd Th 9s ,Td 7h 7s ,25.0,23.0,0.0,23.0,23.0,33.0,0.0,29.0,23.0,23.0,20.0,Th mid 9s mid,0.20333333333333314,Td mid 7h bot,0.19733333333333292
421,3c mid 3s mid,4s bot 8s mid,KdKh--AdAcAh,KdKh-3c3s-AdAcAh,KdKh-3c3s8s-AdAcAh4s,6d 3c 3s ,Qc 4s 8s ,29.0,23.0,0.0,25.0,0.0,23.0,35.0,25.0,0.0,25.0,18.0,3c mid 3s mid,0.0,Qc mid 4s mid,0.3843333333333341
422,8h mid Ks mid,4h bot Qs mid,KdKh--AdAcAh,KdKh-8hKs-AdAcAh,KdKh-8hKsQs-AdAcAh4h,3h 8h Ks ,4h 7s Qs ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.0,3h mid 8h mid,3.436,4h bot Qs mid,0.0
423,4c mid 5c mid,Kc mid Jh top,KdKh--AdAcAh,KdKh-4c5c-AdAcAh,KdKhJh-4c5cKc-AdAcAh,4c 5c 7c ,Kc 3h Jh ,31.0,0.0,23.0,31.0,0.0,37.0,0.0,25.0,0.0,0.0,14.0,5c mid 7c mid,0.09999999999999964,3h mid Jh bot,2.1916666666666673
424,5s mid Ts mid,9c mid 9h mid,KdKh--AdAcAh,KdKh-5sTs-AdAcAh,KdKh-5sTs9c9h-AdAcAh,4h 5s Ts ,7d 9c 9h ,25.0,25.0,29.0,25.0,23.0,23.0,0.0,33.0,25.0,25.0,23.0,5s mid Ts mid,0.0,9c mid 9h mid,0.0
425,4d mid 6h mid,5c mid Qc bot,KdKh--AdAcAh,KdKh-4d6h-AdAcAh,KdKh-4d6h5c-AdAcAhQc,4d Td 6h ,5c Qc 7h ,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,4d mid 6h mid,0.0,5c mid Qc bot,0.0
426,4d mid 2s mid,9d bot 4h mid,KdKh--AdAcAh,KdKh-4d2s-AdAcAh,KdKh-4d2s4h-AdAcAh9d,4d Qh 2s ,9d 4h 3s ,23.0,23.0,23.0,29.0,33.0,0.0,25.0,0.0,29.0,23.0,20.0,4d mid Qh mid,0.11733333333333285,4h mid 3s mid,0.07366666666666788
427,3h mid 3s mid,Td mid Qc top,KdKh--AdAcAh,KdKh-3h3s-AdAcAh,KdKhQc-3h3sTd-AdAcAh,3h 9h 3s ,Td 4c Qc ,23.0,33.0,23.0,0.0,0.0,29.0,33.0,23.0,23.0,0.0,18.0,3h mid 3s mid,0.0,Td mid 4c mid,18.857666666666667
428,Qd mid 8h mid,3c top Tc mid,KdKh--AdAcAh,KdKh-Qd8h-AdAcAh,KdKh3c-Qd8hTc-AdAcAh,Qd 7c 8h ,9d 3c Tc ,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,7c mid 8h mid,0.645999999999999,3c bot Tc mid,0.41499999999999915
429,3d mid 6h mid,6c mid Js bot,KdKh--AdAcAh,KdKh-3d6h-AdAcAh,KdKh-3d6h6c-AdAcAhJs,3d Tc 6h ,6c 9s Js ,25.0,35.0,31.0,29.0,33.0,29.0,25.0,33.0,0.0,23.0,26.0,3d mid 6h mid,0.0,6c mid Js mid,0.2536666666666676
430,5d mid 4c mid,5c mid 5s mid,KdKh--AdAcAh,KdKh-5d4c-AdAcAh,KdKh-5d4c5c5s-AdAcAh,5d 2c 4c ,4d 5c 5s ,25.0,31.0,35.0,31.0,25.0,45.0,35.0,31.0,31.0,35.0,32.0,2c mid 4c mid,0.27999999999999936,5c mid 5s mid,0.0
431,9d mid 9s mid,8c mid 8h mid,KdKh--AdAcAh,KdKh-9d9s-AdAcAh,KdKh-9d9s8c8h-AdAcAh,6d 9d 9s ,8c 7h 8h ,33.0,23.0,29.0,23.0,29.0,23.0,29.0,33.0,29.0,23.0,27.0,9d mid 9s mid,0.0,8c mid 8h mid,0.0
432,5h mid 8h mid,2d bot Jc top,KdKh--AdAcAh,KdKh-5h8h-AdAcAh,KdKhJc-5h8h-AdAcAh2d,5h 8h Ts ,2d Jc Th ,25.0,0.0,33.0,25.0,0.0,0.0,0.0,0.0,23.0,25.0,13.0,5h mid 8h mid,0.0,2d bot Th mid,10.378
433,6d mid 2h mid,Td bot 4c top,KdKh--AdAcAh,KdKh-6d2h-AdAcAh,KdKh4c-6d2h-AdAcAhTd,6d 2h 3s ,8d Td 4c ,0.0,33.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,31.0,11.0,2h mid 3s mid,0.27866666666666795,Td bot 4c mid,9.544
434,2d mid 2s mid,9c mid 5h bot,KdKh--AdAcAh,KdKh-2d2s-AdAcAh,KdKh-2d2s9c-AdAcAh5h,2d 4h 2s ,9c 5h Qh ,23.0,0.0,23.0,33.0,0.0,0.0,0.0,29.0,23.0,0.0,13.0,2d mid 2s mid,0.0,5h mid Qh mid,0.15533333333333488
435,Kc mid 5h mid,4h top 8s bot,KdKh--AdAcAh,KdKh-Kc5h-AdAcAh,KdKh4h-Kc5h-AdAcAh8s,Qd Kc 5h ,Jc 4h 8s ,0.0,23.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,23.0,9.0,Qd mid 5h mid,3.1066666666666674,Jc mid 4h top,1.003333333333333
436,4s mid 8s mid,8h mid 9h top,KdKh--AdAcAh,KdKh-4s8s-AdAcAh,KdKh9h-4s8s8h-AdAcAh,2d 4s 8s ,2h 8h 9h ,0.0,0.0,0.0,23.0,31.0,23.0,25.0,25.0,31.0,35.0,19.0,4s mid 8s mid,0.0,2h mid 8h mid,0.4473333333333329
437,6h mid 9s mid,8d mid 8c mid,KdKh--AdAcAh,KdKh-6h9s-AdAcAh,KdKh-6h9s8d8c-AdAcAh,4c 6h 9s ,4d 8d 8c ,23.0,23.0,33.0,29.0,33.0,0.0,29.0,0.0,35.0,33.0,23.0,6h mid 9s mid,0.0,8d mid 8c mid,0.0
438,2s mid Qs mid,7c bot 5h top,KdKh--AdAcAh,KdKh-2sQs-AdAcAh,KdKh5h-2sQs-AdAcAh7c,8d 2s Qs ,7c 5h Th ,0.0,31.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,5.0,2s mid Qs mid,0.0,5h mid Th top,9.211666666666666
439,8d mid 7h mid,5d bot 7c mid,KdKh--AdAcAh,KdKh-8d7h-AdAcAh,KdKh-8d7h7c-AdAcAh5d,8d 5h 7h ,3d 5d 7c ,25.0,23.0,23.0,23.0,0.0,29.0,23.0,0.0,23.0,29.0,19.0,5h mid 7h mid,0.46199999999999974,3d bot 7c mid,0.010333333333331751
440,6c mid 8c mid,Jd bot As bot,KdKh--AdAcAh,KdKh-6c8c-AdAcAh,KdKh-6c8c-AdAcAhJdAs,5c 6c 8c ,4d Jd As ,33.0,33.0,33.0,37.0,35.0,64.0,33.0,33.0,33.0,37.0,37.0,5c mid 6c mid,0.09733333333333327,4d mid As bot,0.8036666666666665
441,3s bot Ks mid,8s mid 9s mid,KdKh--AdAcAh,KdKh-Ks-AdAcAh3s,KdKh-Ks8s9s-AdAcAh3s,2d 3s Ks ,6s 8s 9s ,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2d mid 3s mid,4.472000000000001,6s mid 9s mid,0.12666666666666693
442,9d mid Jh mid,Tc mid 4s top,KdKh--AdAcAh,KdKh-9dJh-AdAcAh,KdKh4s-9dJhTc-AdAcAh,9d 3c Jh ,Tc 4s 6s ,0.0,0.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,7.0,9d mid Jh mid,0.0,Tc mid 4s bot,0.5809999999999995
443,6d mid 4h mid,4d mid 9h bot,KdKh--AdAcAh,KdKh-6d4h-AdAcAh,KdKh-6d4h4d-AdAcAh9h,6d 9d 4h ,4d 8c 9h ,33.0,25.0,0.0,23.0,23.0,29.0,25.0,23.0,25.0,23.0,22.0,6d mid 9d mid,0.2259999999999991,4d mid 8c mid,0.18833333333333613
444,8d mid Qh mid,9c bot 4h mid,KdKh--AdAcAh,KdKh-8dQh-AdAcAh,KdKh-8dQh4h-AdAcAh9c,8d 2h Qh ,9c 4h Js ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,2h mid Qh mid,0.19533333333333402,9c mid 4h bot,0.2356666666666669
445,2h mid Js mid,8d bot 3s bot,KdKh--AdAcAh,KdKh-2hJs-AdAcAh,KdKh-2hJs-AdAcAh8d3s,2h 7h Js ,6d 8d 3s ,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2h mid 7h mid,0.2753333333333323,8d mid 3s bot,9.152666666666667
446,7c mid As bot,6c mid 5h mid,KdKh--AdAcAh,KdKh-7c-AdAcAhAs,KdKh-7c6c5h-AdAcAhAs,9d 7c As ,6c 4h 5h ,33.0,33.0,0.0,33.0,37.0,0.0,35.0,60.0,0.0,0.0,23.0,7c mid As bot,0.0,6c mid 5h mid,0.0
447,4d mid 8h mid,Jd mid Jh mid,KdKh--AdAcAh,KdKh-4d8h-AdAcAh,KdKh-4d8hJdJh-AdAcAh,4d Jc 8h ,7d Jd Jh ,0.0,23.0,23.0,0.0,29.0,23.0,0.0,23.0,23.0,25.0,16.0,Jc mid 8h mid,0.23733333333333384,Jd mid Jh mid,0.0
448,3d mid 5c mid,5d mid Jd top,KdKh--AdAcAh,KdKh-3d5c-AdAcAh,KdKhJd-3d5c5d-AdAcAh,3d 5c Kc ,5d Jd 7c ,0.0,31.0,29.0,41.0,29.0,0.0,29.0,23.0,41.0,23.0,24.0,3d mid 5c mid,0.0,5d mid Jd mid,0.6243333333333325
449,9h mid 5s mid,2d top 3s mid,KdKh--AdAcAh,KdKh-9h5s-AdAcAh,KdKh2d-9h5s3s-AdAcAh,Kc 9h 5s ,2d Tc 3s ,0.0,31.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,25.0,10.0,9h mid 5s mid,0.0,Tc mid 3s bot,0.3279999999999994
450,3d mid As bot,Jd top 5s mid,KdKh--AdAcAh,KdKh-3d-AdAcAhAs,KdKhJd-3d5s-AdAcAhAs,3d Js As ,Jd Th 5s ,0.0,37.0,0.0,33.0,33.0,45.0,0.0,33.0,33.0,0.0,21.0,Js mid As bot,1.152000000000001,Th bot 5s mid,0.08366666666666589
451,8c mid Qc mid,3c mid As bot,KdKh--AdAcAh,KdKh-8cQc-AdAcAh,KdKh-8cQc3c-AdAcAhAs,8c Qc 9s ,5d 3c As ,33.0,0.0,35.0,41.0,0.0,33.0,33.0,0.0,0.0,41.0,21.0,8c mid 9s mid,0.09399999999999942,3c mid As bot,0.0
452,9d mid Jd mid,Ts mid As bot,KdKh--AdAcAh,KdKh-9dJd-AdAcAh,KdKh-9dJdTs-AdAcAhAs,9d Jd 3h ,2d Ts As ,35.0,37.0,0.0,33.0,37.0,0.0,60.0,0.0,0.0,35.0,23.0,9d mid Jd mid,0.0,2d mid As bot,0.5363333333333351
453,8d mid 2c bot,2h bot 7s mid,KdKh--AdAcAh,KdKh-8d-AdAcAh2c,KdKh-8d7s-AdAcAh2c2h,8d Td 2c ,2h 4h 7s ,0.0,29.0,33.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,9.0,8d mid Td mid,2.130000000000001,2h bot 7s mid,0.0
454,7h mid Th mid,5h bot 8h mid,KdKh--AdAcAh,KdKh-7hTh-AdAcAh,KdKh-7hTh8h-AdAcAh5h,3d 7h Th ,Qc 5h 8h ,0.0,23.0,0.0,0.0,37.0,0.0,0.0,0.0,33.0,0.0,9.0,7h mid Th mid,0.0,5h bot 8h mid,0.0
455,8c mid Jc mid,7c bot 8s mid,KdKh--AdAcAh,KdKh-8cJc-AdAcAh,KdKh-8cJc8s-AdAcAh7c,Td 8c Jc ,Qd 7c 8s ,25.0,23.0,23.0,29.0,31.0,25.0,29.0,0.0,0.0,0.0,18.0,8c mid Jc mid,0.0,7c mid 8s mid,0.036666666666668846
456,Qc mid Th mid,3d bot Tc mid,KdKh--AdAcAh,KdKh-QcTh-AdAcAh,KdKh-QcThTc-AdAcAh3d,Qc 5h Th ,3d 2c Tc ,0.0,23.0,29.0,23.0,29.0,23.0,23.0,23.0,23.0,23.0,21.0,Qc mid Th mid,0.0,2c mid Tc mid,0.04266666666666552
457,Jh mid 7s mid,2s top 9s bot,KdKh--AdAcAh,KdKh-Jh7s-AdAcAh,KdKh2s-Jh7s-AdAcAh9s,5d Jh 7s ,Tc 2s 9s ,0.0,23.0,0.0,0.0,23.0,33.0,0.0,0.0,0.0,23.0,10.0,5d mid 7s mid,0.47933333333333294,Tc top 9s mid,9.41
458,2c mid 5c mid,7c mid 7h mid,KdKh--AdAcAh,KdKh-2c5c-AdAcAh,KdKh-2c5c7c7h-AdAcAh,Td 2c 5c ,7c 7h Th ,0.0,0.0,31.0,0.0,23.0,23.0,23.0,23.0,29.0,23.0,17.0,2c mid 5c mid,0.0,7c mid 7h mid,0.0
459,4d mid 5d mid,2h mid 9s bot,KdKh--AdAcAh,KdKh-4d5d-AdAcAh,KdKh-4d5d2h-AdAcAh9s,4d 5d Jc ,2h 3s 9s ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,4d mid 5d mid,0.0,3s mid 9s bot,0.4343333333333348
460,5d mid 9c mid,Td mid Qc top,KdKh--AdAcAh,KdKh-5d9c-AdAcAh,KdKhQc-5d9cTd-AdAcAh,4d 5d 9c ,Td Qc 6h ,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4d mid 5d mid,0.5879999999999992,Td bot 6h mid,0.7270000000000003
461,Ts mid Qs mid,Jd bot 4h top,KdKh--AdAcAh,KdKh-TsQs-AdAcAh,KdKh4h-TsQs-AdAcAhJd,4c Ts Qs ,9d Jd 4h ,0.0,23.0,0.0,23.0,23.0,23.0,0.0,37.0,0.0,0.0,12.0,Ts mid Qs mid,0.0,9d mid 4h bot,9.613
462,Qd mid 3s mid,3h mid 8s top,KdKh--AdAcAh,KdKh-Qd3s-AdAcAh,KdKh8s-Qd3s3h-AdAcAh,Qd 7c 3s ,Td 3h 8s ,0.0,31.0,25.0,23.0,23.0,25.0,23.0,0.0,23.0,0.0,17.0,Qd mid 7c mid,0.120000000000001,Td mid 3h mid,0.6300000000000026
463,Qc mid 9s mid,5d mid 5h mid,KdKh--AdAcAh,KdKh-Qc9s-AdAcAh,KdKh-Qc9s5d5h-AdAcAh,8c Qc 9s ,5d 2h 5h ,33.0,0.0,23.0,0.0,0.0,23.0,25.0,25.0,23.0,23.0,17.0,8c mid 9s mid,0.7033333333333331,5d mid 5h mid,0.0
464,4c mid 7s mid,9d bot 6c mid,KdKh--AdAcAh,KdKh-4c7s-AdAcAh,KdKh-4c7s6c-AdAcAh9d,3c 4c 7s ,9d 6c Qs ,37.0,0.0,37.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,9.0,3c mid 4c mid,0.6246666666666663,9d bot 6c mid,0.0
465,Tc mid Th mid,4h bot 9s mid,KdKh--AdAcAh,KdKh-TcTh-AdAcAh,KdKh-TcTh9s-AdAcAh4h,Tc 6h Th ,6d 4h 9s ,41.0,45.0,0.0,23.0,23.0,25.0,35.0,41.0,0.0,23.0,25.0,Tc mid Th mid,0.0,4h mid 9s mid,0.0020000000000024443
466,7c mid 3s mid,9d bot 4c mid,KdKh--AdAcAh,KdKh-7c3s-AdAcAh,KdKh-7c3s4c-AdAcAh9d,7c 3s 9s ,9d 4c 8h ,23.0,0.0,0.0,0.0,0.0,29.0,0.0,33.0,0.0,0.0,8.0,3s mid 9s mid,0.23800000000000132,9d bot 4c mid,0.0
467,9d bot 6s mid,3h mid 6h mid,KdKh--AdAcAh,KdKh-6s-AdAcAh9d,KdKh-6s3h6h-AdAcAh9d,3d 9d 6s ,3h 6h 9h ,0.0,23.0,0.0,23.0,23.0,23.0,23.0,33.0,25.0,33.0,20.0,9d mid 6s mid,1.955333333333332,6h mid 9h bot,1.064666666666664
468,4d mid 4h mid,6c mid Jc top,KdKh--AdAcAh,KdKh-4d4h-AdAcAh,KdKhJc-4d4h6c-AdAcAh,4d 4h Ts ,7d 6c Jc ,0.0,45.0,23.0,25.0,31.0,0.0,0.0,0.0,25.0,23.0,17.0,4d mid 4h mid,0.0,7d bot 6c mid,18.677333333333333
469,5c mid 8c mid,3d top 5s mid,KdKh--AdAcAh,KdKh-5c8c-AdAcAh,KdKh3d-5c8c5s-AdAcAh,5c 8c Qs ,3d Qh 5s ,23.0,29.0,41.0,0.0,33.0,0.0,23.0,23.0,23.0,41.0,23.0,5c mid 8c mid,0.0,3d mid 5s mid,0.7870000000000026
470,Td mid 7s mid,6h mid 5s top,KdKh--AdAcAh,KdKh-Td7s-AdAcAh,KdKh5s-Td7s6h-AdAcAh,3d Td 7s ,6h 4s 5s ,25.0,0.0,0.0,0.0,23.0,0.0,0.0,29.0,0.0,0.0,7.0,3d mid Td mid,0.07133333333333347,6h mid 4s bot,0.33699999999999974
471,5c mid 3s mid,3d mid 5s mid,KdKh--AdAcAh,KdKh-5c3s-AdAcAh,KdKh-5c3s3d5s-AdAcAh,5c 8h 3s ,3d 6d 5s ,23.0,29.0,41.0,23.0,23.0,29.0,23.0,23.0,41.0,23.0,27.0,5c mid 3s mid,0.0,3d mid 5s mid,0.0
472,Qd mid Qh mid,4h mid Ts top,KdKh--AdAcAh,KdKh-QdQh-AdAcAh,KdKhTs-QdQh4h-AdAcAh,Qd Th Qh ,2h 4h Ts ,23.0,29.0,23.0,23.0,23.0,23.0,25.0,0.0,23.0,29.0,22.0,Qd mid Qh mid,0.0,4h mid Ts mid,18.598666666666666
473,Jd mid Qd mid,6h mid 6s mid,KdKh--AdAcAh,KdKh-JdQd-AdAcAh,KdKh-JdQd6h6s-AdAcAh,Jd Qd 7s ,Tc 6h 6s ,29.0,31.0,23.0,0.0,0.0,29.0,0.0,0.0,31.0,23.0,16.0,Jd mid Qd mid,0.0,6h mid 6s mid,0.0
474,3c mid 5h mid,Jc mid Js mid,KdKh--AdAcAh,KdKh-3c5h-AdAcAh,KdKh-3c5hJcJs-AdAcAh,3c 5h Ks ,2d Jc Js ,29.0,31.0,0.0,0.0,25.0,0.0,23.0,0.0,23.0,23.0,15.0,3c mid 5h mid,0.0,Jc mid Js mid,0.0
